经号,经名,所属藏经,部类,册别,卷数,作译者,时间
X1483,藥師三昧行法,卍續,經集部類,74,1卷,明 受登集,明1368~1644
X1484,慈悲藥師寶懺,卍續,經集部類,74,3卷,清,
X1485,占察善惡業報經行法,卍續,經集部類,74,1卷,明 智旭集,明1368~1644
X1486,讚禮地藏菩薩懺願儀,卍續,大集部類,74,1卷,明 智旭述,明1368~1644
X1487,慈悲地藏菩薩懺法,卍續,大集部類,74,3卷,清,
X1488,得遇龍華修證懺儀,卍續,法華部類,74,4卷,明 如惺撰,明1368~1644
X1489,吳中石佛相好懺儀,卍續,律部類,74,1卷,明 傳燈集,明1368~1644
X1490,舍利懺法,卍續,律部類,74,1卷,清 繼僧著,清1644~1911
X1491,禮舍利塔儀式,卍續,律部類,74,1卷,清 弘贊編,清1644~1911
X1492,禮佛儀式,卍續,律部類,74,1卷,清 弘贊編,清1644~1911
X1493,供諸天科儀,卍續,律部類,74,1卷,清 弘贊集,清1644~1911
X1494,金剛經科儀,卍續,般若部類,74,1卷,清 建基錄,清1644~1911
X1495,慈悲道場水懺法隨聞錄,卍續,律部類,74,3卷,清 智證錄,清1644~1911
X1496,慈悲道場水懺法科註,卍續,律部類,74,3卷,清 西宗集註,清1644~1911
X1497,法界聖凡水陸勝會修齋儀軌,卍續,律部類,74,6卷,宋 志磐謹撰　明 袾宏重訂,宋960~1279
X1498,法界聖凡水陸大齋普利道場性相通論,卍續,律部類,74,9卷,清 咫觀述,清1644~1911
X1499,法界聖凡水陸大齋法輪寶懺,卍續,律部類,74,10卷,清 咫觀記,清1644~1911
X1500,蘭盆獻供儀,卍續,經集部類,74,1卷,宋 元照重集,宋960~1279
X1501,釋迦如來降生禮讚文,卍續,法華部類,74,1卷,宋 仁岳撰,宋960~1279
X1504,南山祖師禮讚文,卍續,律部類,74,1卷,宋 智圓述,宋960~1279
X1505,南山祖師禮讚文,卍續,律部類,74,1卷,宋 仁岳述,宋960~1279
X1506,南山祖師禮讚文,卍續,律部類,74,1卷,宋 允堪述,宋960~1279
X1507,大智律師禮讚文,卍續,律部類,74,1卷,宋 則安述,宋960~1279
X1508,釋迦如來成道記,卍續,史傳部類,75,1卷,唐 王勃撰,唐618~907
X1509,釋迦如來成道記註,卍續,史傳部類,75,2卷,唐 道誠註,唐618~907
X1510,釋迦如來行蹟頌,卍續,史傳部類,75,2卷,元 無寄撰集,元1271~1368
X1511,釋迦如來應化錄,卍續,史傳部類,75,2卷,明 寶成編集,明1368~1644
X1512,隆興編年通論,卍續,史傳部類,75,29卷,宋 祖琇撰,宋960~1279
X1513,釋門正統,卍續,史傳部類,75,8卷,宋 宗鑑集,宋960~1279
X1515,續佛祖統紀,卍續,史傳部類,75,2卷,,
X1516,釋氏通鑑,卍續,史傳部類,76,12卷,宋 本覺編集,宋960~1279
X1517,歷朝釋氏資鑑,卍續,史傳部類,76,12卷,元 熙仲集,元1271~1368
X1521,(古今圖書集成)釋教部彙考,卍續,史傳部類,77,7卷,,
X1522,新修科分六學僧傳,卍續,史傳部類,77,30卷,元 曇噩述,元1271~1368
X1523,名僧傳抄,卍續,史傳部類,77,1卷,梁 寶唱撰,梁
X1524,補續高僧傳,卍續,史傳部類,77,26卷,明 明河撰,明1368~1644
X1526,武林西湖高僧事略,卍續,史傳部類,77,1卷,宋 元敬．元復同述,宋960~1279
X1527,續武林西湖高僧事略,卍續,史傳部類,77,1卷,明 袾宏輯,明1368~1644
X1530,法界宗五祖略記,卍續,史傳部類,77,1卷,清 續法輯,清1644~1911
X1532,華嚴經感應略記,卍續,史傳部類,77,1卷,明 袾宏輯錄,明1368~1644
X1533,華嚴感應緣起傳,卍續,史傳部類,77,1卷,清 弘璧輯,清1644~1911
X1534,華嚴經持驗記,卍續,史傳部類,77,1卷,清 周克復纂,清1644~1911
X1535,智者大師別傳註,卍續,史傳部類,77,2卷,宋 曇照註,宋960~1279
X1539,法華靈驗傳,卍續,史傳部類,78,2卷,明 了圓錄,明1368~1644
X1540,法華經顯應錄,卍續,史傳部類,78,2卷,宋 宗曉編,宋960~1279
X1541,法華經持驗記,卍續,史傳部類,78,2卷,清 周克復纂,清1644~1911
X1542,觀音經持驗記,卍續,史傳部類,78,2卷,清 周克復集,清1644~1911
X1543,東林十八高賢傳,卍續,史傳部類,78,1卷,,
X1546,新修往生傳,卍續,史傳部類,78,3卷,宋 王古輯撰,宋960~1279
X1547,諸上善人詠,卍續,史傳部類,78,1卷,明 道衍撰,明1368~1644
X1549,淨土聖賢錄,卍續,史傳部類,78,9卷,清 彭希涑述,清1644~1911
X1550,淨土聖賢錄續編,卍續,史傳部類,78,4卷,清 胡𤥻述,清1644~1911
X1551,西舫彙征,卍續,史傳部類,78,2卷,清 瑞璋輯,清1644~1911
X1552,修西聞見錄,卍續,史傳部類,78,7卷,清 咫觀輯,清1644~1911
X1553,天聖廣燈錄,卍續,史傳部類,78,30卷,宋 李遵勗勅編,宋960~1279
X1554,五家正宗贊,卍續,史傳部類,78,4卷,宋 紹曇記,宋960~1279
X1555,建中靖國續燈錄目錄,卍續,史傳部類,78,3卷,宋 惟白集,宋960~1279
X1556,建中靖國續燈錄,卍續,史傳部類,78,30卷,宋 惟白集,宋960~1279
X1557,聯燈會要,卍續,史傳部類,79,30卷,宋 悟明集,宋960~1279
X1558,嘉泰普燈錄總目錄,卍續,史傳部類,79,3卷,宋 正受編,宋960~1279
X1559,嘉泰普燈錄,卍續,史傳部類,79,30卷,宋 正受編,宋960~1279
X1560,禪林僧寶傳,卍續,史傳部類,79,30卷,宋 惠洪撰,宋960~1279
X1561,僧寶正續傳,卍續,史傳部類,79,7卷,宋 祖琇撰,宋960~1279
X1562,南宋元明禪林僧寶傳,卍續,史傳部類,79,15卷,清 自融撰　性磊補輯,清1644~1911
X1563,大光明藏,卍續,史傳部類,79,3卷,宋 寶曇述,宋960~1279
X1564,五燈會元目錄,卍續,史傳部類,80,2卷,宋 普濟集,宋960~1279
X1565,五燈會元,卍續,史傳部類,80,20卷,宋 普濟集,宋960~1279
X1566,五燈會元續略,卍續,史傳部類,80,4卷,明 淨柱輯,明1368~1644
X1567,五燈嚴統目錄,卍續,史傳部類,80,2卷,明 通容集,明1368~1644
X1568,五燈嚴統,卍續,史傳部類,80..81,25卷,明 通容集,明1368~1644
X1569,五燈嚴統解惑編,卍續,史傳部類,81,1卷,明 通容述,明1368~1644
X1570,五燈全書目錄,卍續,史傳部類,81,16卷,清 超永編輯,清1644~1911
X1571,五燈全書,卍續,史傳部類,81..82,120卷,清 超永編輯,清1644~1911
X1572,續傳燈錄目錄,卍續,史傳部類,83,3卷,,
X1574,增集續傳燈錄,卍續,史傳部類,83,6卷,明 文琇集,明1368~1644
X1576,雪堂行拾遺錄,卍續,史傳部類,83,1卷,宋 道行編,宋960~1279
X1577,羅湖野錄,卍續,史傳部類,83,2卷,宋 曉瑩集,宋960~1279
X1578,指月錄,卍續,史傳部類,83,32卷,明 瞿汝稷集,明1368~1644
X1579,續指月錄,卍續,史傳部類,84,20卷,清 聶先編輯,清1644~1911
X1580,教外別傳,卍續,史傳部類,84,16卷,明 黎眉等編,明1368~1644
X1581,皇明名僧輯略,卍續,史傳部類,84,1卷,明 袾宏輯,明1368~1644
X1582,續燈正統目錄,卍續,史傳部類,84,1卷,清 性統編集,清1644~1911
X1583,續燈正統,卍續,史傳部類,84,42卷,清 性統編集,清1644~1911
X1584,續燈存稿目錄,卍續,史傳部類,84,1卷,,
X1585,續燈存稿,卍續,史傳部類,84,12卷,明 通問編定　施沛彙集,明1368~1644
X1586,正源略集目錄,卍續,史傳部類,85,1卷,,
X1587,正源略集,卍續,史傳部類,85,15卷,清 際源．了貞輯　達珍編,清1644~1911
X1588,正源略集補遺,卍續,史傳部類,85,1卷,清 達珍編,清1644~1911
X1589,錦江禪燈目錄,卍續,史傳部類,85,1卷,清 通醉輯,清1644~1911
X1590,錦江禪燈,卍續,史傳部類,85,20卷,清 通醉輯,清1644~1911
X1591,黔南會燈錄,卍續,史傳部類,85,8卷,清 如純輯,清1644~1911
X1592,揞黑豆集,卍續,史傳部類,85,8卷,清 心圓拈別　火蓮集梓,清1644~1911
X1593,禪宗正脉,卍續,史傳部類,85,10卷,明 如巹集,明1368~1644
X1594,佛祖綱目,卍續,史傳部類,85,41卷,明 朱時恩著,明1368~1644
X1595,佛祖正傳古今捷錄,卍續,史傳部類,86,1卷,清 果性集,清1644~1911
X1596,南嶽單傳記,卍續,史傳部類,86,1卷,清 弘儲表,清1644~1911
X1597,定應大師布袋和尚傳,卍續,史傳部類,86,2卷,曇噩撰,
X1598,曹溪大師別傳,卍續,史傳部類,86,1卷,,
X1599,永明道蹟,卍續,史傳部類,86,1卷,明 大壑輯,明1368~1644
X1600,宗統編年,卍續,史傳部類,86,32卷,清 紀蔭編纂,清1644~1911
X1601,禪燈世譜,卍續,史傳部類,86,9卷,明 道忞編修　吳侗集,明1368~1644
X1602,佛祖宗派世譜,卍續,史傳部類,86,1卷,清 悟進編輯,清1644~1911
X1603,緇門世譜,卍續,史傳部類,86,1卷,清 明喜撰輯,清1644~1911
X1604,法門鋤宄,卍續,史傳部類,86,1卷,清 淨符著,清1644~1911
X1605,繼燈錄,卍續,史傳部類,86,6卷,明 元賢輯,明1368~1644
X1606,建州弘釋錄,卍續,史傳部類,86,2卷,明 元賢集,明1368~1644
X1607,居士分燈錄,卍續,史傳部類,86,2卷,明 朱時恩輯,明1368~1644
X1608,八十八祖道影傳贊,卍續,史傳部類,86,4卷,明 德清述　高承埏補,明1368~1644
X1609,普陀列祖錄,卍續,史傳部類,86,1卷,清 通旭集,清1644~1911
X1610,雲臥紀譚,卍續,史傳部類,86,2卷,宋 曉瑩錄,宋960~1279
X1611,叢林盛事,卍續,史傳部類,86,2卷,宋 道融撰,宋960~1279
X1612,人天寶鑑,卍續,史傳部類,87,1卷,宋 曇秀輯,宋960~1279
X1613,枯崖漫錄,卍續,史傳部類,87,3卷,宋 圓悟錄,宋960~1279
X1614,禪苑蒙求瑤林,卍續,史傳部類,87,3卷,金 志明撰　元 德諫注,金1115~1234
X1615,禪苑蒙求拾遺,卍續,史傳部類,87,1卷,,
X1616,山菴雜錄,卍續,史傳部類,87,2卷,明 無溫錄,明1368~1644
X1617,正宗心印後續聯芳,卍續,史傳部類,87,1卷,明 善燦著,明1368~1644
X1618,祖庭指南,卍續,史傳部類,87,2卷,清 徐昌治編述,清1644~1911
X1619,先覺集,卍續,史傳部類,87,1卷,明 陶明潛輯,明1368~1644
X1620,先覺宗乘,卍續,史傳部類,87,5卷,清 圓信較定　郭凝之彙編,清1644~1911
X1621,優婆夷志,卍續,史傳部類,87,1卷,清 圓信較定　郭凝之彙編,清1644~1911
X1622,朝鮮禪教考,卍續,史傳部類,87,1卷,朝鮮 朴永善輯,朝鮮
X1623,釋氏蒙求,卍續,史傳部類,87,2卷,靈操撰,
X1624,林間錄,卍續,史傳部類,87,2卷,宋 慧洪集,宋960~1279
X1625,林間錄後集,卍續,史傳部類,87,1卷,宋 慧洪集,宋960~1279
X1626,高僧摘要,卍續,史傳部類,87,4卷,清 徐昌治編輯,清1644~1911
X1627,緇門崇行錄,卍續,史傳部類,87,1卷,明 袾宏輯,明1368~1644
X1628,佛法金湯編,卍續,史傳部類,87,16卷,明 心泰編,明1368~1644
X1629,金剛般若經集驗記,卍續,史傳部類,87,3卷,唐 孟獻忠撰,唐618~907
X1630,金剛經鳩異,卍續,史傳部類,87,1卷,唐 段成式撰,唐618~907
X1631,金剛經受持感應錄,卍續,史傳部類,87,2卷,,
X1632,金剛經感應傳,卍續,史傳部類,87,1卷,,
X1633,金剛經新異錄,卍續,史傳部類,87,1卷,明 王起隆輯著,明1368~1644
X1634,金剛經靈驗傳,卍續,史傳部類,87,3卷,日本 淨慧集,日本
X1635,金剛經持驗記,卍續,史傳部類,87,2卷,清 周克復纂,清1644~1911
X1636,金剛經感應分類輯要,卍續,史傳部類,87,1卷,清 王澤泩編集,清1644~1911
X1638,地藏菩薩像靈驗記,卍續,史傳部類,87,1卷,宋 常謹集,宋960~1279
X1640,心性罪福因緣集,卍續,史傳部類,88,3卷,宋 智覺注,宋960~1279
X1641,見聞錄,卍續,史傳部類,88,1卷,明 智旭隨筆,明1368~1644
X1642,現果隨錄,卍續,史傳部類,88,4卷,明 戒顯筆記,明1368~1644
X1643,兜率龜鏡集,卍續,史傳部類,88,3卷,清 弘贊輯,清1644~1911
X1644,觀音慈林集,卍續,史傳部類,88,3卷,清 弘贊輯,清1644~1911
X1645,六道集,卍續,史傳部類,88,5卷,清 弘贊輯,清1644~1911
X1646,居士傳,卍續,史傳部類,88,56卷,清 彭際清述,清1644~1911
X1648,冥報記輯書,卍續,史傳部類,88,7卷,日本 佐佐木憲德輯,日本
X1649,名公法喜志,卍續,史傳部類,88,4卷,明 夏樹芳輯,明1368~1644
X1651,玄奘三藏師資傳叢書,卍續,史傳部類,88,2卷,日本 佐伯定胤．中野達慧共編,日本
X1654,惠果和尚行狀,卍續,史傳部類,88,1卷,,
X1655,得依釋序文緣起,卍續,史傳部類,88,1卷,日本 慧堅撰,日本
X1656,伯亭大師傳記總帙,卍續,史傳部類,88,1卷,,
X1657,善女人傳,卍續,史傳部類,88,2卷,清 彭際清述,清1644~1911
X1658,重編諸天傳,卍續,史傳部類,88,2卷,宋 行霆述,宋960~1279
X1660,(古今圖書集成)神異典二氏部彙考,卍續,史傳部類,88,2卷,,
X1661,(古今圖書集成)神異典釋教部紀事,卍續,史傳部類,88,2卷,,
X1666,佛祖心燈,卍續,史傳部類,88,1卷,,
X1667,宗教律諸宗演派,卍續,史傳部類,88,1卷,清 守一重編,清1644~1911
X1668,西藏剌麻溯源,卍續,史傳部類,88,1卷,清 守一編輯,清1644~1911
X1671,東國僧尼錄,卍續,史傳部類,88,1卷,,
Y0001,般若經講記,印順,,1,3卷,民國 釋印順著,民國1912~9999
Y0002,寶積經講記,印順,,2,2卷,民國 釋印順著,民國1912~9999
Y0003,勝鬘經講記,印順,,3,2卷,民國 釋印順著,民國1912~9999
Y0004,藥師經講記,印順,,4,2卷,民國 釋印順著,民國1912~9999
Y0005,中觀論頌講記,印順,,5,2卷,民國 釋印順著,民國1912~9999
Y0006,攝大乘論講記,印順,,6,2卷,民國 釋印順著,民國1912~9999
Y0007,大乘起信論講記,印順,,7,2卷,民國 釋印順著,民國1912~9999
Y0008,佛法概論,印順,,8,20卷,民國 釋印順著,民國1912~9999
Y0009,中觀今論,印順,,9,12卷,民國 釋印順著,民國1912~9999
Y0010,唯識學探源,印順,,10,2卷,民國 釋印順著,民國1912~9999
Y0011,性空學探源,印順,,11,3卷,民國 釋印順著,民國1912~9999
Y0012,成佛之道,印順,,12,5卷,民國 釋印順著,民國1912~9999
Y0013,太虛大師年譜,印順,,13,2卷,民國 釋印順著,民國1912~9999
Y0014,佛在人間,印順,,14,14卷,民國 釋印順著,民國1912~9999
Y0015,學佛三要,印順,,15,11卷,民國 釋印順著,民國1912~9999
Y0016,以佛法研究佛法,印順,,16,12卷,民國 釋印順著,民國1912~9999
Y0017,淨土與禪,印順,,17,6卷,民國 釋印順著,民國1912~9999
Y0018,青年的佛教,印順,,18,4卷,民國 釋印順著,民國1912~9999
Y0019,我之宗教觀,印順,,19,8卷,民國 釋印順著,民國1912~9999
Y0020,無諍之辯,印順,,20,11卷,民國 釋印順著,民國1912~9999
Y0021,教制教典與教學,印順,,21,14卷,民國 釋印順著,民國1912~9999
Y0022,佛教史地考論,印順,,22,20卷,民國 釋印順著,民國1912~9999
Y0023,華雨香雲,印順,,23,39卷,民國 釋印順著,民國1912~9999
Y0024,佛法是救世之光,印順,,24,43卷,民國 釋印順著,民國1912~9999
Y0025,華雨集,印順,,25,5卷,民國 釋印順著,民國1912~9999
Y0026,華雨集,印順,,26,2卷,民國 釋印順著,民國1912~9999
Y0027,華雨集,印順,,27,7卷,民國 釋印順著,民國1912~9999
Y0028,華雨集,印順,,28,11卷,民國 釋印順著,民國1912~9999
Y0029,華雨集,印順,,29,43卷,民國 釋印順著,民國1912~9999
Y0030,雜阿含經論會編,印順,,30..32,7卷,民國 釋印順著,民國1912~9999
Y0031,印度之佛教,印順,,33,18卷,民國 釋印順著,民國1912~9999
Y0032,印度佛教思想史,印順,,34,10卷,民國 釋印順著,民國1912~9999
Y0033,原始佛教聖典之集成,印順,,35,12卷,民國 釋印順著,民國1912~9999
Y0034,說一切有部為主的論書與論師之研究,印順,,36,14卷,民國 釋印順著,民國1912~9999
Y0035,初期大乘佛教之起源與開展,印順,,37,15卷,民國 釋印順著,民國1912~9999
Y0036,空之探究,印順,,38,4卷,民國 釋印順著,民國1912~9999
Y0037,如來藏之研究,印順,,39,8卷,民國 釋印順著,民國1912~9999
Y0038,中國禪宗史,印順,,40,9卷,民國 釋印順著,民國1912~9999
Y0039,平凡的一生,印順,,41,35卷,民國 釋印順著,民國1912~9999
Y0040,成佛之道,印順,,42,5卷,民國 釋印順著,民國1912~9999
Y0041,永光集,印順,,43,11卷,民國 釋印順著,民國1912~9999
Y0042,大乘廣五蘊論講記,印順,,44,3卷,民國 釋印順著,民國1912~9999
ZS0001,正史佛教資料類編,正史,,1,10卷,杜斗城輯編,
ZW0001,天竺國菩提達摩禪師論,藏外,,1,1卷,方廣錩整理,
ZW0002,禪策問答,藏外,,1,1卷,方廣錩整理,
ZW0003,息諍論,藏外,,1,1卷,達摩禪師作　方廣錩整理,
ZW0004,八種粗重犯墮,藏外,,1,1卷,馬鳴菩薩造　方廣錩整理,
ZW0005,天請問經疏,藏外,,1,1卷,沙門文軌撰　李際寧整理,
ZW0006,《行事鈔》中分門圖錄,藏外,,1,1卷,沙門道宣述　蘇軍整理,
ZW0007,《阿毗達磨俱舍論實義疏》,藏外,,1,1卷,尊者安惠造　蘇軍整理,
ZW0008,佛為心王菩薩說頭陀經,藏外,,1,1卷,惠辯禪師註　方廣錩整理,
ZW0009,佛說孝順子修行成佛經,藏外,,1,1卷,方廣錩整理,
ZW0010,最妙勝定經,藏外,,1,1卷,方廣錩整理,
ZW0011,佛說水月光觀音菩薩經,藏外,,1,1卷,方廣錩整理,
ZW0012,佛說金剛經纂,藏外,,1,1卷,方廣錩整理,
ZW0013,大方廣華嚴十惡品經,藏外,,1,1卷,徐紹強整理,
ZW0014a,天公經,藏外,,1,1卷,方廣錩整理,
ZW0014b,佛說天公經,藏外,,1,1卷,方廣錩整理,
ZW0014c,天公經,藏外,,1,1卷,方廣錩整理,
ZW0015a,大般涅槃摩耶夫人品經,藏外,,1,1卷,大德安法師譯　李際寧整理,
ZW0015b,大般涅槃經佛母品,藏外,,1,1卷,李際寧整理,
ZW0015c,大般涅槃經佛母品,藏外,,1,1卷,李際寧整理,
ZW0015d,大般涅槃經佛為摩耶夫人說偈品經,藏外,,1,1卷,李際寧整理,
ZW0016,關於《禪藏》與敦煌禪籍的若干問題,藏外,,1,1卷,方廣錩,
ZW0017,七祖法寶記下卷,藏外,,2,1卷,華方田整理,
ZW0018a,天竺國菩提達摩禪師論,藏外,,2,1卷,方廣錩整理,
ZW0018b,天竺國菩提達摩禪師論,藏外,,2,1卷,方廣錩整理,
ZW0019,淨名經集解關中疏卷上,藏外,,2,1卷,沙門道液集　黎明整理,
ZW0020,法華經文外義,藏外,,2,1卷,李際寧．張曉娟整理,
ZW0021,諦義證得經,藏外,,2,1卷,古印度 烏瑪斯伐蒂著　方廣錩譯註,古印度
ZW0022,《瑜伽師地論》披尋記敘,藏外,,2,1卷,韓清淨著　程恭讓整理,
ZW0023,菩薩總持法,藏外,,3,1卷,上山大峻．袁德領整理,
ZW0024,大乘起世論,藏外,,3,1卷,方廣錩整理,
ZW0025,淨名經集解關中疏卷下,藏外,,3,1卷,沙門道液述　黎明整理,
ZW0026,因緣心論頌,藏外,,3,1卷,龍猛菩薩作　華方田整理,
ZW0027,因緣心論釋,藏外,,3,1卷,龍猛菩薩造　華方田整理,
ZW0028,因緣心釋論開決記,藏外,,3,1卷,華方田整理,
ZW0029,金剛般若經疏,藏外,,3,1卷,華方田整理,
ZW0030,瑜伽論卷第十四手記,藏外,,3,1卷,徐紹強整理,
ZW0031a,佛說觀佛三昧海經本行品第八,藏外,,3,1卷,黃霞整理,
ZW0031b,佛說相好經,藏外,,3,1卷,黃霞整理,
ZW0031c,佛說觀佛三昧海藏經本行品第八,藏外,,3,1卷,黃霞整理,
ZW0031d,佛說相好經,藏外,,3,1卷,黃霞整理,
ZW0031e,觀佛三昧海經本行品第八,藏外,,3,1卷,黃霞整理,
ZW0032,《金藏》新資料考,藏外,,3,1卷,李際寧,
ZW0033,入菩薩行論廣解,藏外,,4,10卷,寂天菩薩造頌　傑操大師註解　隆蓮法師譯,
ZW0034,大藏佛說守護大千國土經,藏外,,4,1卷,陳明光整理,
ZW0035,六道輪迴圖偈頌,藏外,,4,1卷,陳明光整理,
ZW0036,父母恩重經變經文偈頌,藏外,,4,1卷,陳明光整理,
ZW0037,大方便佛報恩經變經文偈頌,藏外,,4,1卷,陳明光整理,
ZW0038,三聖御制佛牙贊,藏外,,4,1卷,北宋 太宗．真宗．仁宗撰　陳明光整理,北宋960~1127
ZW0039,觀經變像經文偈頌,藏外,,4,1卷,陳明光整理,
ZW0040,地獄變經文偈頌,藏外,,4,1卷,陳明光整理,
ZW0041,佛性問答,藏外,,4,1卷,業露華整理,
ZW0042,大乘無盡藏法,藏外,,4,1卷,信行撰　方廣錩整理,
ZW0043a,佛在金棺上囑累經,藏外,,4,1卷,侯旭東整理,
ZW0043b,如來在金棺囑累清淨莊嚴敬福經,藏外,,4,1卷,侯旭東整理,
